Ident,ICAO,IATA,Name,Country or Area Code,Latitude,Longitude
08KY,,,Select 51I For Fse 08KY,,36.97256851,-84.62605286
08L,,,Verdugo Hills Hospital,,34.20417023,-118.2175751
08LA,,,Air Oil Inc Nr 2,,29.95298195,-90.18257141
08LL,,,Sauer,,41.07527542,-88.49013519
08M,,,Carthage Leake Co.,,32.76158524,-89.53038788
08MA,,,Wormid,,42.29196167,-71.49718475
08MI,,,Edward W Sparrow Hospital,,42.73419952,-84.53664398
08MN,,,Christenson Point,,47.66937256,-93.05444336
08MO,,,Twin Oaks,,37.39541626,-94.2834549
08MS,,,Williams Fld,,34.66168213,-89.86817932
08MT,,,Clark,,47.06323242,-108.817337
08N,,,Keller Brothers,United States,40.29151917,-76.32886505
08NC,,,Whiteheart Farm,United States,36.06772995,-80.4649353
08ND,,,Brecht Strip,,47.32640076,-102.0987549
08NE,,,Laurel Municipal,,42.42996979,-97.07872772
08NJ,,,St Barnabas Medical Center,,40.76259995,-74.304039
08NY,,,Sharon,,42.77805328,-74.57785797
08NYX,,,Select 2NY6 For Fse 08NY,,41.36603546,-74.5055542
08OH,,,Kenley,,41.29125214,-80.56364441
08OK,,,Parks,,34.93080902,-95.25827026
08OR,,,Saxon Sycan,,42.83940887,-121.1177445
08PA,,,Pocono Raceway Corporate,United States,41.05535507,-75.51202393
08PN,,,Thomson,,40.04592896,-76.28079224
08Q,,,Kistler Ranch,,37.85918427,-120.5544663
08R,,,Richmond Airport,United States,41.48949051,-71.62063599
08TA,,,Rancho Del Lago,,29.95188141,-98.22445679
08TE,,,B J Mc Combs Sisterdale,,29.97597122,-98.7440567
08TS,,,Puesta Del Sol,,26.88769531,-98.50764465
08TX,,,Cross Wind,,32.85755157,-97.74757385
08U,,,Stevens-Crosby,,41.51558685,-115.859314
08VA,,,Springwood Airstrip,,37.55335236,-79.74972534
08WA,,,Manchester Laboratory,,47.57426453,-122.5479126
08WI,,,Pierick,,43.043396,-90.35542297
08X,,,Calusa Ranch,,26.05431747,-81.06812286
09A,,,Butler Choctaw Co,,32.11930466,-88.12747192
09AK,,,Larsen Bay,,57.53483582,-153.9780273
09AZ,,,Stronghold,,31.92498016,-110.0380554
09C,,,Austin Lake,,42.15209579,-85.54657745
09CL,,,Alta Sierra,United States,39.11378479,-121.0566101
09CO,,,Cottonwood Field,,38.05487823,-103.6533508
09F,,,Running M Ranch,,32.26674271,-97.8674469
09FA,,,Placid Lakes,,27.24555588,-81.41419983
09FD,,,Cheryl-Lane Landings,United States,28.67208862,-82.08683777
09FL,,,R V Jordan,,30.901371,-87.17441559
09GA,,,Sunbelt Strip,,31.11057281,-83.68405151
09I,,,Delphos,,40.82086182,-84.31340027
09IA,,,Select C12 For Fse 09IA,,41.74582672,-92.40935516
09ID,,,Select 80U For Fse 09ID,,45.10407639,-114.8553772
09II,,,Gibbons Field,,38.44654846,-86.44498444
09IL,,,Silver Cross Hospital,,41.53641891,-88.0525589
09IN,,,Gordon,,41.12086487,-85.4249649
09IS,,,Swedish American,,42.26501846,-89.07427216
09IXX,,,Select XC002H For Fse 09I,,48.61323166,-93.36103821
09J,,,Jekyll Island,United States,31.07447243,-81.42778015
09K,,,Sargent Muni,United States,41.63491821,-99.3421402
09KS,,,Coffman,,38.70693207,-95.1391983
09KY,,,Baptist Hospital East,,38.23896027,-85.6394043
09LL,,,Pine Hill,,42.46802139,-88.74385071
09M,,,Charleston Muni,United States,33.99135971,-90.07855225
09MA,,,Kallander Field,,42.3051033,-71.50547791
09MI,,,Michigan National Guard Headquarters,,42.70809174,-84.5608139
09MN,,,W Johnson Field,,44.77998352,-95.6645813
09MO,,,Hogue Farm,,37.37766647,-93.36326599
09MT,,,Select 94U For Fse 09MT,,46.83476639,-108.9173737
09N,,,Airhaven,United States,41.83260345,-73.87554932
09NC,,,William Irving Lewis,United States,35.32895279,-79.03177643
09NE,,,Summer Hill Farm,,41.33275223,-96.19255066
09NJ,,,Stonebridge Farm Helistop,,40.65371323,-74.68654633
09OH,,,Pine Acres,,40.34927368,-80.90518188
09OK,,,Ragtime Aerodrome,,36.35445404,-95.86328888
09OR,,,Mid-Columbia Medical Center,,45.65706635,-121.1450729
09PA,,,Eagle Field,United States,40.82637787,-77.98887634
09PN,,,Hundley Residence,,40.56204605,-75.14267731
09R,,,Tyler Co,United States,30.77519989,-94.45853424
09S,,,Sullivan Lake State,United States,48.84112549,-117.284256
09TA,,,Rockin 7 Ranch,,31.16035843,-96.4380188
09TE,,,Select 09F For Fse 09TE,,32.26680374,-97.86697388
09TS,,,Pitcock Rosillos Mtn Ranch,United States,29.48259926,-103.1629944
09TX,,,Smokey Mtn Ranch,,30.73905182,-102.0237427
09VA,,,Alum Ridge,United States,36.97692871,-80.4909668
09W,,,S Capitol Street,USA,38.86861801,-77.0083847
09WA,,,Holy Family Hospital,,47.7104454,-117.4068832
09WI,,,Parkway Farm Strip,,44.00357819,-91.30866241
09X,,,Delta Regional Medical Center,,33.41067123,-91.03427124
09XS,,,Baptist Medical Center,,29.4330101,-98.49224091
09Y,,,Wipline,,44.81663513,-93.01548767
0A2,,,Hester Memorial,,34.08964539,-82.5681076
0A3,,,Smithville Muni,,35.98544312,-85.80911255
0A4,,,Johnson City Stolport,United States,36.36371613,-82.30902863
0A5,,,Zack,,34.60948944,-84.97718811
0A7,,,Hendersonville,USA,35.30761719,-82.43317413
0A8,,,Bibb County,,32.93693924,-87.09054565
0A9,,,Elizabethton Muni,United States,36.37122345,-82.17341614
0AK,,PQS,Pilot Station,United States,61.93503571,-162.8995667
0AK0,,,Scotts,United States,64.39216614,-146.8619385
0AK1,,,Anderson Lake Strip,United States,61.61721039,-149.3295288
0AK2,,,Cape Simpson,,71.05844116,-154.7502136
0AK3,,,Parker Lake,,62.03578949,-150.4953613
0AK6,,,Victory,,61.80316162,-147.9446106
0AL0,,,Thomas Hospital,,30.52777863,-87.90277863
0AL1,,,Resort,,30.44384003,-87.65751648
0AL2,,,Clay County Hospital,,33.27500153,-85.83333588
0AL3,,,Hospital Pad,,31.43055534,-86.9402771
0AL4,,,B.M.C. - De Kalb,,34.44083405,-85.7563858
0AL5,,,Flomaton,,31.03205872,-87.25314331
0AL6,,,D.W. Mcmillian Memorial Hospital,,31.12722206,-87.07333374
0AL7,,,Gadsden Regl Medical Center,,34.00833511,-85.96527863
0AL8,,,Brookwood Medical Center,,33.46389008,-86.77305603
0AL9,,,Wilson Creek,,34.84925079,-87.63249969
0AR1,,,Hooterville South,,35.09399033,-93.20200348
0AR2,,,Mission Field-Marotti Memorial,,35.26676178,-90.35102844
0AR3,,,Taylors Air Strip,,35.89829254,-93.2610321
0AR4,,,Gravette Medical Center Hospital,,36.40785599,-94.45687866
0AR5,,,Regional Medical Center,United States,35.83595657,-90.70173645
0AR6,,,Ami National Park Medical Center,,34.48147964,-93.03101349
0AR7,,,Yancopin,,33.95011902,-91.18206787
0AR8,,,Howard Memorial Hospital,,33.9501152,-93.85212708
0AR9,,,Eureka Springs Hospital,,36.40007019,-93.74353027
0AS0,,,Sycamore Creek,,33.6607666,-111.616684
0AZ1,,,Taylor Field,United States,32.30133057,-111.3238068
0AZ2,,,Western Sky,United States,33.77820206,-113.6386414
0AZ4,,,Flying Bucket Ranch,,32.98213196,-112.2866135
0AZ5,,,Castle Well,,33.86588287,-112.6042023
0AZ6,,,St Josephs Hospital,United States,33.483078,-112.079422
0AZ7,,,Sunstate,,33.44365692,-111.9634781
0B0,,,Saline Memorial Hospital,,34.57398224,-92.58293915
0B1,,,Bethel Regl,USA,44.42516708,-70.80991364
0B2,,,Brewer,United States,44.76444244,-68.76994324
0B3,,,Johnson Farm Lines,,35.570961,-93.57489777
0B4,,,Hartington Muni/Bud Becker Fld,United States,42.60308456,-97.25350189
0B5,,,Turners Falls,USA,42.59160995,-72.52300262
0B7,,,Warren-Sugarbush,United States,44.11738968,-72.82701111
0B8,,,Elizabeth Field,,41.25130844,-72.03160858
0C0,,,Dacy,,42.40247345,-88.63238525
0C1,,,Select 1MO0 For Fse 0C1,,39.48777008,-94.78051758
0C2,,,Hinckley,United States,41.77042007,-88.70361328
0C3,,,Wilhelmi Field,,41.48261261,-88.08338928
0C4,,,Pender Muni,United States,42.11341858,-96.72781372
0C5,,,Canadian Lakes,United States,43.5765152,-85.28396606
0C6,,,St George,,41.20619965,-87.78531647
0C7,,,Grandpas Farm Mendota,,41.52197647,-89.13391113
0C8,,,Cushing Field Ltd,United States,41.51971436,-88.6040802
0C9,,,Coach & Paddock,,40.63815689,-74.97572327
0CA1,,,Northside Airpark,,34.98760986,-120.4579773
0CA2,,,V A Med Ctr West L.A.,,34.04889679,-118.4556351
0CA3,,,Crawford,United States,34.5889473,-120.0155869
0CA4,,,Shepherd Ranch,,34.62236786,-120.0616303
0CA5,,,Hoffman - Private,United States,33.14344025,-116.7470551
0CA6,,,Emory Ranch,,32.74915695,-116.0158768
0CA7,,,R I Seal Beach Helistop B80,,33.75696182,-118.0875626
0CA8,,,Ward Ranch,,33.42782211,-116.8423309
0CA9,,,Blech Ranch,United States,35.59312439,-120.3381119
0CD3,,,Branchs,,40.34803772,-104.5282898
0CL1,,,Krey Field,United States,34.56906509,-117.5530396
0CL2,,,Parking Lot,,32.59394455,-117.0847473
0CL3,,,John Nichols Field,United States,32.63401794,-116.8903351
0CL4,,,Glen Fed,,34.15723038,-118.2545166
0CL5,,,The Atrium,United States,33.67042923,-117.8577347
0CL6,,,Bohunks Airpark,,34.69389343,-118.2775269
0CL7,,,Good Samritan,,34.0544548,-118.2650757
0CL8,,,Tera Skypark,United States,35.59145737,-117.632431
0CL9,,,Sce San Jacinto Valley Service Center,,33.74113083,-117.1511459
0CO0,,,Longmont United Hospital,,40.17887497,-105.1255417
0CO1,,,Daves,,40.0333786,-105.124527
0CO2,,CSE,Buckhorn Ranch,United States,38.85179138,-106.9281464
0CO3,,,Greggs Nr 1,,39.88949966,-104.5459595
0CO4,,,Geo-Seis Helicopters,,40.58553696,-105.0396957
0CO5,,,Mack Mesa,,39.26748657,-108.8638535
0CO5X,,,Select 22V For Fse 0CO5,,39.83331299,-103.5896683
0CO6,,,Flying M & M Ranch,United States,38.21984863,-108.21492
0CO8,,,Cartwheel,,40.20832443,-105.0139618
0CO9,,,Van Treese,,37.65804291,-106.0340118
0CT0,,,Sharon Hospital,,41.8812027,-73.48095703
0CT1,,,Bristol-Myers Squibb Co,United States,41.4848175,-72.75640106
0CT2,,,Windham Hospital,,41.71704483,-72.225914
0CT3,,,N B G H,,41.66162872,-72.78787231
0CT4,,,Burke,,41.50620651,-72.93982697
0CT5,,,St Francis Hospital,,41.77454376,-72.69898224
0CT6,,,Middletown,,41.59676743,-72.70453644
0CT7,,,Bridgeport Hospital,,41.18843079,-73.16622162
0CT8,,,Danbury Hospital,,41.40555573,-73.44472504
0CT9,,,Hartford Hospital,,41.7545433,-72.67870331
0D0,,,Fort Hill,,42.90070724,-77.54866028
0D1,,,Select Klwa For Fse 0D1,,42.35124588,-86.255867
0D3,,,Van Buren County Memorial Hospital,,35.57591248,-92.45349121
0D4,,,Camp Vernon,,42.35611343,-79.54816437
0D5,,,Hill Top Airpark,,43.16784286,-76.8079834
0D6,,,Select NE26 For Fse 0D6,,40.47499847,-96.98780823
0D7,,,Ada,United States,40.79060745,-83.82910156
0D8,,,Gettysburg Muni,United States,44.98661041,-99.95288849
0.00E+00,,,Moriarty,,34.97816849,-106.0000305
0.00E+00,,,Price Ranch,,36.56480789,-103.4927673
0.00E+00,,,Crownpoint,United States,35.717659,-108.2015991
0.00E+00,,,Corydon,,40.75365067,-93.24134827
0F0,,,Horne,,35.51257324,-95.1398468
0F1,,,Community Hospital Of De Queen,,34.04733658,-94.35492706
0F2,,,Bowie Muni,United States,33.6016655,-97.77555847
0F3,,,Spirit Lake Muni,,43.38742065,-95.13947296
0F4,,,Loup City Muni,,41.28636169,-98.99002838
0F5,,,Dallas County Hospital,,33.81121445,-92.42570496
0F6,,,Gorman,,32.19995499,-98.66494751
0F7,,,Fountainhead Lodge Airpark,,35.38866806,-95.60028076
0F8,,,Select Kowp For Fse 0F8,,36.17527008,-96.15184021
0F9,,,Tishomingo Airpark,,34.19850159,-96.67449951
0FA1,,,Select 0X1 For Fse 0FA1,,27.30393028,-81.88036346
0FD0,,,Big G,United States,29.26751709,-81.22198486
0FD1,,,Paradise Market,,30.21409035,-85.87215424
0FD2,,,Pro Player Stadium,,25.95981407,-80.23699188
0FD3,,,Kennedy,United States,29.3636322,-82.14963531
0FD4,,,Due Process Stables,,29.36136055,-82.20815277
0FD5,,,Wallace 1,,27.27393723,-82.50482178
0FD6,,,Fulton,,27.9075222,-80.48643494
0FD7,,,Field Of Dreams,,28.47027206,-82.24095154
0FD8,,,Sandy Acres,,28.97565079,-81.73728943
0FD9,,,Joy Farms,,30.65193939,-86.10910034
0FL0,,,Harpers Fly-In Ranch,,26.73032761,-81.16414642
0FL1,,,Thompson Airfield,,29.9826355,-82.83554077
0FL2,,,Alligator Drink,,28.78743172,-81.16756439
0FL5,,,Lake Conway South,,28.45915222,-81.34965515
0FL8,,,Gary Gale,,30.19366455,-81.6819458
0FL9,,,Mcdaniel Ranch Inc.,,26.39379883,-81.02303314
0G0,,,North Buffalo Suburban,United States,43.10328674,-78.70301819
0G1,,,Huntsville Memorial Hospital,,36.09396362,-93.74241638
0G2,,,Jenkins,,41.30854034,-83.11781311
0G3,,,Tecumseh Muni,United States,40.40094376,-96.17044067
0G5,,,Grand Marais Cook County,,47.81655884,-90.38343811
0G6,,,Williams Co,,41.46730423,-84.5067749
0G7,,,Finger Lakes Regl,,42.88355637,-76.78116608
0G8,,,Alliance,,40.90516663,-81.06406403
0G9,,,Magnolia Hospital,,33.27318192,-93.23989105
0GA0,,,Halls Flying Ranch,United States,33.35589218,-84.36713409
0GA1,,,Mustang Field,United States,34.47708893,-82.8964386
0GA2,,,Airnautique Inc.,,34.37751007,-82.94561768
0GA3,,,Ayresouth,United States,33.77013016,-85.06062317
0GA4,,,Paradise Falls,United States,33.81223297,-83.5058136
0GA5,,,Big Canoe,,34.45481491,-84.28908539
0GA6,,,Sunset Strip,United States,33.73378754,-83.81851959
0GA7,,,Hickory Level Airfield,United States,33.68350983,-85.00031281
0GA8,,,Paso Fino Farm,,30.88697243,-83.41557312
0GA9,,,Roberta Industrial Park,United States,32.71389008,-84.02749634
0GE0,,,Select 85A For Fse 0GE0,,33.78205109,-84.80077362
0GE1,,,Select 3J8 For Fse 0GE1,,31.66545868,-83.44710541
0GE2,,,Georgia-Pacific,,31.13946533,-85.046875
0GE3,,,Lookout Mountain,,34.90443802,-85.45951843
0GE4,,,Pecan Patch Airstrip,,33.32936859,-84.26756287
0GE5,,,Select 83A For Fse 0GE5,,34.56175613,-83.71351624
0H0,,,Robinson RLA,,39.65533829,-89.65185547
0H1,,,Trego Wakeeney,United States,39.00652695,-99.89294434
0H2,,,Hammet,,38.95210266,-90.16400146
0H4,,,Glatthaar,,39.52520752,-87.80549622
0H5,,,Hscmh,,34.35759354,-92.78849792
0H6,,,Woodruff County Hospital & Nursing Hom,,35.25619888,-91.2209549
0H7,,,Select MO05 For Fse 0H7,,40.42503738,-91.71266174
0H9,,,Edw A Utlaut Meml,,38.90449142,-89.40146637
0I0,,,Pennsville,,39.57312775,-81.85499573
0I1,,,Hueston Woods Lodge,,39.58282852,-84.76273346
0I2,,,Brazil Clay County,United States,39.47674179,-87.09971619
0I8,,,Cynthiana Harrison County,,38.36616516,-84.28334808
0IA0,,,Knoxville Area Community Hospital,,41.31694031,-93.09603882
0IA1,,,St Anthony Regional Hospital,,42.05831909,-94.86831665
0IA2,,,Audubon County Hospital,United States,41.71484756,-94.93775177
0IA3,,,Hawkeye,United States,42.43508911,-92.32764435
0IA4,,,Ips,,42.49443817,-96.40808105
0IA4X,,,Select 7C2 For Fse 0IA4,,41.03336716,-91.05014801
0IA5,,,Moore - Private,United States,40.87243652,-93.26698303
0IA6,,,Rinehart,United States,41.65947723,-92.28981781
0IA8,,,Hannen,United States,42.22716522,-91.75107574
0IA9,,,Army Reserve,,40.83337021,-91.30014801
0ID2,,,Flying Joseph Ranch Airport,United States,44.44289017,-113.77314
0II0,,,Chucks,,40.25933075,-85.25328827
0II1,,,Unsicker,United States,41.42800903,-86.15364838
0II1X,,,Select 2II0 For Fse 0II1,,40.42607117,-86.15332794
0II2,,,Creighton,United States,41.45720291,-86.12493134
0II3,,,Miller Strip,,40.62709427,-86.03775787
0II4,,,Hook,,41.39683533,-84.83604431
0II5,,,Marshall Field,United States,40.65970612,-86.85744476
0II6,,,Kropf,United States,41.64299774,-85.83242798
0II7,,,Frost Field,United States,39.79556274,-85.78642273
0II8,,,Suttons Field,United States,41.32374954,-87.47592163
0II9,,,Winters,United States,39.53303528,-86.57673645
0IL0,,,Hamilton Memorial,,38.0867157,-88.53894043
0IL1,,,Loyola University Medical Center,,41.86086655,-87.83644867
0IL2,,,Wilken,United States,40.85092163,-88.04656982
0IL3,,,Flying B Ranch,United States,40.1566391,-87.67462158
0IL5,,,City Of Pontiac,,40.87642288,-88.60700226
0IL6,,,Kishwaukee Comm Health,,41.96308517,-88.71730804
0IL7,,,Diedrich,,41.87308502,-88.83615112
0IL8,,,Walter,United States,41.87321472,-88.72384644
0IL9,,,Jack W. Watson,United States,41.85370255,-88.78627777
0IN1,,,Snider Field,United States,38.49977875,-87.59526062
0IN2,,,The Lazy K,United States,40.82575226,-85.08580017
0IN3,,,Graves Landing Strip,United States,41.11299896,-86.66500854
0IN4,,,Air Park Field,,41.12808228,-84.94689941
0IN5,,,Byrne Field,United States,38.32939148,-86.03340149
0IN7,,,Roto-Whirl Holiday,,39.92253876,-86.22610474
0IN8,,,Roto-Whirl Vantage,,39.83726501,-86.11859894
0IN9,,,Parrish,United States,37.99320602,-87.94926453
0IS0,,,Franciscan,,41.48194885,-90.56985474
0IS2,,,Evanston Glenbrook,,42.09308243,-87.85256958
0IS3,,,Cady Aerial RLA,,41.66082764,-89.69465637
0IS4,,,Dawson Farms,United States,39.76481628,-88.66879272
0IS5,,,Mueller,United States,38.93572617,-89.62490845
0IS7,,,St Mary Hospital Emergency,,39.94921112,-91.40709686
0IS8,,,Blessing Hospital,,39.9364357,-91.39904022
0IS9,,,Bernardin,,41.70836639,-89.20287323
0J0,,,Abbeville Muni,USA,31.60022163,-85.23831177
0J1,,,Newport Hospital & Clinic,,35.60869217,-91.25485229
0J3,,,Jrmc,,34.18759918,-92.01792145
0J4,,,Florala Muni,,31.04247475,-86.31156158
0J6,,,Headland Muni,,31.36413956,-85.31253052
0J8,,,Flying Ten,United States,29.61948586,-82.50872803
0J9,,,Flying V,United States,40.86776352,-97.35385132
0K0,,,Griffin Field,United States,37.39354324,-102.2829666
0K2,,,Cooch Landing Area,,39.84452057,-88.45639801
0K5,,,Jerseyville Aviation Inc,,39.09603882,-90.31336212
0K6,,,Dobies,United States,36.179245,-95.58045959
0K7,,,Humboldt Muni,,42.73485947,-94.24547577
0KS0,,,J V Ranch,United States,38.63315582,-95.93016052
0KS1,,,Shomin,,39.21352768,-95.33695984
0KS2,,,Kellie Mann Airfield,,38.55998993,-95.30995178
0KS3,,,Camp Chippewa,,38.56654358,-95.36734009
0KS4,,,Snoopys,United States,38.80723953,-95.37005615
0KS4X,,,Fse 0KS4 Snoopys,,38.80825806,-95.5982132
0KS5,,,Majeski,,38.60292053,-94.92510986
0KS6,,,Kendrigan,,37.45159912,-97.31787109
0KS7,,,Mono Aircraft,,37.69282532,-97.88722992
0KS8,,,Pearce Field,,37.38246918,-95.37557983
0KS9,,,Lmn 120,United States,37.51631927,-96.92070007
0KY1,,,Arnemann Farms,United States,36.76548767,-86.61679077
0KY2,,,Mgt Station 2105,,37.5055542,-86.83750153
0KY3,,,Tennessee Gas,,38.56138992,-83.95277405
0KY4,,,Cambron Field,United States,37.56189728,-87.0799942
0KY5,,,Falin Landing Strip,United States,36.81263733,-86.37701416
0KY6,,,Tennessee Gas,,38.26833344,-82.57749939
0KY7,,,Clinton-Hickman County,United States,36.63535309,-88.99835968
0KY8,,,Sky,United States,37.11594009,-83.72875977
0KY9,,,Pine Mountain Aero,,37.11360931,-82.80361176
0L0,,,Select CN23 For Fse 0L0,,34.96164322,-116.6753082
0L4,,,Lida Junction,,37.49156952,-117.1901703
0L5,,,Goldfield,,37.72212982,-117.2368774
0L6,,,Winn Parish Medical Center,,31.92321968,-92.64570618
0L7,,,Jean,United States,35.7682724,-115.3296356
0L8,,,Select MU58 For Fse 0L8,,39.07298279,-94.50634003
0L9,,,Echo Bay,,36.31130219,-114.463913
0LA0,,,West Hackberry,,30.00854492,-93.40015411
0LA1,,,Double H Ranch,United States,30.22940063,-90.97355652
0LA2,,,Don Babin - Private,United States,30.27980804,-90.96218872
0LA3,,,Belcher Airpatch,,32.74858475,-93.87351227
0LA5,,,Conoco Inc,,29.25800514,-89.96368408
0LA6,,,Freeport Sulphur,,29.25856018,-89.95923615
0LA7,,,Exxon,,29.25578308,-89.96757507
0LA8,,,Jackson Parish Hospital,,32.25166702,-92.71277618
0LA9,,,Telephone Company,,29.92909431,-90.39730072
0LA9X,,,Fse 0LA9 Rebel Field,,30.58625031,-90.86206818
0LL0,,,Kaufield,,42.26399231,-88.73000336
0LL1,,,Select 0K5 For Fse 0LL1,,39.09420776,-90.31344604
0LL2,,,Murks Strip,United States,40.74057388,-90.38277435
0LL3,,,Select 3H2 For Fse 0LL3,,39.05503845,-90.34205627
0LL4,,,Select C68 For Fse 0LL4,,41.41919327,-89.12313843
0LL5,,,Busboom RLA,United States,40.11133575,-88.07643127
0LL6,,,Gord,United States,41.69764328,-88.60800171
0LL7,,,Valley West Hospital,United States,41.65798569,-88.62129211
0LL8,,,Immke,,40.83097839,-88.37651062
0LL9,,,Savanna Army Depot Helipad,,42.18335342,-90.2556839
0LS0,,,Theriot Field,,29.74959183,-90.73539734
0LS1,,,Ag Aviation,,30.2231617,-92.77863312
0LS4,,,Bullers Airstrip,,30.80848122,-92.18769073
0LS5,,,Trahan,,30.3048439,-92.13070679
0LS6,,,Dufour,,30.78770065,-92.05123901
0LS7,,,Morgan Field,,30.61254501,-91.48390198
0LS8,,,Lonesome Dove Airfield,,30.28577423,-92.9420929
0LS9,,,Select 5F7 For Fse 0LS9,,32.50429916,-91.98207855
0M0,,,Billy Free Muni,,33.88452911,-91.53427887
0M1,,,Scott Fld,,35.63777924,-88.12799072
0M2,,,Reelfoot Lake,United States,36.47533417,-89.34630585
0M3,,,John A Baker Field,United States,35.54597092,-87.59733582
0M4,,,Benton Co,,36.00974274,-88.12510681
0M5,,,Humphreys County,USA,36.11661148,-87.73816681
0M6,,,Select Kpmu For Fse 0M6,,34.36676788,-89.90008545
0M7,,,Worth James Ranch,,35.08342743,-94.11686707
