"icao","lat","lon","type","size","name","city","state","country","elev","surfaceType","longestRwy","services"
"06IA","41.841400146","-91.83429718","civil","533","Rich Field","Walford","Iowa","United States","879","5","1749","0"
"06ID","43.46269989","-116.3590012","civil","671","Larkin","Kuna","Idaho","United States","2749","2","2199","0"
"06II","40.023101807","-86.03749847","civil","792","Bill Shank","Noblesville","Indiana","United States","766","5","2599","0"
"06IL","41.599498749","-88.86990356","civil","786","Humm","Earlville","Illinois","United States","707","5","2579","0"
"06IN","39.282798767","-87.3035965","civil","488","Ellis Fly-In","Blackhawk","Indiana","United States","574","5","1599","0"
"06IS","40.546398163","-91.27429962","civil","792","Sinele Strip","Nauvoo","Illinois","United States","694","5","2599","0"
"06M","33.534599304","-89.31259918","civil","914","Eupora","Eupora","Mississippi","United States","449","1","2999","0"
"06MN","47.651901245","-92.41670227","civil","457","Pike Field","Virginia","Minnesota","United States","1462","5","1499","0"
"06MO","39.23059845","-94.80439758","civil","914","Noahs Ark","Waldron","Missouri","United States","754","1","2999","0"
"06MT","48.558300018","-112.1090012","civil","671","Torgerson","Ethridge","Montana","United States","3540","5","2199","0"
"06N","41.431598663","-74.39189911","civil","1400","Randall","Middletown","New York","United States","522","1","2607","0"
"06NC","34.82749939","-78.93029785","civil","792","Tailwinds","St. Pauls","North Carolina","United States","162","5","2599","0"
"06ND","46.748901367","-101.6689987","civil","853","Fitterer's Strip","Glen Ullin","North Dakota","United States","2179","5","2799","0"
"06NH","42.928398132","-70.97309875","civil","579","Cole Farm","Kensington","New Hampshire","United States","159","5","1899","0"
"06NY","42.84280014","-76.44529724","civil","610","Murphy Field","Auburn","New York","United States","1099","5","1999","0"
"06OH","41.509799957","-80.59120178","civil","732","Hal Joy Airfield","Williamsfield","Ohio","United States","1159","5","2399","0"
"06OI","39.734798431","-84.38220215","civil","688","Green Acres","New Lebanon","Ohio","United States","914","5","2255","0"
"06OR","45.465099335","-123.0800018","civil","305","Hayden Mountain","Forest Grove","Oregon","United States","849","6","999","0"
"06PA","42.008399963","-78.25810242","civil","523","Ceres","Ceres","Pennsylvania","United States","1439","5","1714","0"
"06R","29.941900253","-96.24610138","civil","1213","Grawunder","Bellville","Texas","United States","288","1","2479","0"
"06SN","37.583900452","-97.25309753","civil","732","Beyer Farm","Derby","Kansas","United States","1339","5","2399","0"
"06TA","30.908500671","-97.11689758","civil","579","Glaser Field","Buckholts","Texas","United States","479","6","1899","0"
"06TE","30.312700272","-95.02690125","civil","1067","Ainsworth","Cleveland","Texas","United States","128","1","3499","0"
"06TN","35.697299957","-86.95690155","civil","610","Hunter","Columbia","Tennessee","United States","639","5","1999","0"
"06TS","32.120700836","-96.17910004","civil","1036","Roscoe McConnico","Kerens","Texas","United States","349","5","3399","0"
"06TX","30.057600021","-95.81289673","civil","512","Diamond N Ranch","Hockley","Texas","United States","214","5","1679","0"
"06U","41.97600174","-114.6579971","civil","1890","Jackpot/Hayden","Jackpot","Nevada","United States","5212","1","6199","0"
"06VA","38.249000549","-78.8553009","civil","610","Mount Horeb Field","Grottoes","Virginia","United States","1159","5","1999","0"
"06VT","43.133800507","-73.07740021","civil","640","Meadowlands","Manchester","Vermont","United States","669","5","2099","0"
"06WI","45.662700653","-92.45020294","civil","457","Young Private","Wausaukee","Wisconsin","United States","1074","5","1499","0"
"06Y","45.830001831","-96.16059875","civil","913","Herman Mun","Herman","Minnesota","United States","1067","1","2996","0"
"07A","32.16960144","-85.80970001","civil","1116","Franklin","Union Springs","Alabama","United States","300","1","3659","0"
"07AR","35.194499969","-92.80020142","civil","914","Morrilton","Morrilton","Arkansas","United States","299","5","2999","0"
"07B","44.44039917","-68.56610107","civil","975","Blue Hill","Blue Hill","Maine","United States","359","5","3199","0"
"07C","41.307201385","-85.06430054","civil","1522","De Kalb Co","Auburn","Indiana","United States","880","1","4991","0"
"07CL","39.497699738","-121.7710037","civil","677","Richvale","Richvale","California","United States","99","1","2219","0"
"07D","43.063400269","-82.72489929","civil","671","Tackaberry","Avoca","Michigan","United States","763","5","2199","0"
"07F","32.528800964","-94.97170258","civil","1709","Gladewater Mun","Gladewater","Texas","United States","296","1","3302","0"
"07FA","25.325399399","-80.27480316","civil","1372","Ocean Reef Club","Key Largo","Florida","United States","7","1","4499","0"
"07FD","30.417999268","-83.28379822","civil","607","Flying G Ranch","Lee","Florida","United States","89","5","1989","0"
"07GA","33.674999237","-83.76309967","civil","518","Alcovy","Covington","Georgia","United States","749","5","1699","0"
"07I","39.058601379","-86.44609833","water","999","Lake Monroe","Bloomington","Indiana","United States","537","11","14999","3"
"07IA","42.833301544","-94.86689758","civil","728","Laurens Skyways","Laurens","Iowa","United States","1299","5","2389","0"
"07ID","42.278198242","-113.3050003","civil","914","Interstate","Malta","Idaho","United States","4579","5","2999","0"
"07IN","39.573699951","-85.91390228","civil","567","Gray","Boggstown","Indiana","United States","749","5","1859","0"
"07K","41.116699219","-98.0503006","civil","884","Central City Mun","Central City","Nebraska","United States","1714","1","2899","0"
"07KS","37.734199524","-96.93669891","civil","610","Heape Field","Augusta","Kansas","United States","1320","5","1999","0"
"07KY","38.080600739","-85.69329834","civil","610","Blue Lick","Louisville","Kentucky","United States","531","5","1999","0"
"07L","42.075099945","-72.59120178","water","999","Agawam-Springfield Seaplane Harbor","Agawam","Massachusetts","United States","39","11","7999","0"
"07MD","39.608299255","-77.05190277","civil","305","Baugher's Orchard","Westminster","Maryland","United States","699","5","999","0"
"07MI","43.864200592","-85.02390289","civil","885","Scott Airstrip","Lake","Michigan","United States","1064","5","2903","0"
"07MN","44.055000305","-95.90950012","civil","792","Dairyview","Hadley","Minnesota","United States","1679","5","2599","0"
"07MO","38.650001526","-93.61689758","civil","823","Lake Sexton","Warrensburg","Missouri","United States","879","5","2699","0"
"07MT","48.421100616","-106.5279999","civil","4115","Glasgow Industrial","Glasgow","Montana","United States","2761","2","13499","3"
"07N","40.016799927","-77.00389862","civil","671","Bermudian Valley","Kralltown","Pennsylvania","United States","469","5","2199","0"
"07NC","34.833198547","-80.75119781","civil","610","Hawks Meadow","Waxhaw","North Carolina","United States","624","5","1999","0"
"07ND","47.156101227","-102.064003","civil","482","Backfisch Strip","Golden Valley","North Dakota","United States","1874","5","1579","0"
"07OK","34.633399963","-99.03369904","civil","732","Pleasant Valley","Snyder","Oklahoma","United States","1321","5","2399","0"
"07OR","45.421798706","-122.6200027","civil","366","Bruce's","Milwaukie","Oregon","United States","249","5","1199","0"
"07PA","40.758399963","-75.53299713","civil","610","Dieters","Cherryville","Pennsylvania","United States","776","5","1999","0"
"07R","27.610300064","-97.75189972","civil","975","Bishop Mun","Bishop","Texas","United States","54","1","3199","0"
"07TA","29.240499496","-95.34470367","civil","671","Salaika Aviation","Danbury","Texas","United States","29","5","2199","0"
"07TE","27.721099854","-97.51280212","civil","1524","Cuddihy Field","Corpus Christi","Texas","United States","38","1","4999","0"
"07TN","35.568599701","-84.2410965","civil","549","Corntassel","Vonore","Tennessee","United States","969","5","1799","0"
"07TS","30.625","-97.57279968","civil","762","Cross-Country Estates","Geronimo","Texas","United States","689","5","2499","0"
"07V","37.523799896","-105.0090027","civil","1765","Cuchara Valley Apt At La Veta","La Veta","Colorado","United States","7152","1","5790","0"
"07VA","36.819599152","-78.78309631","civil","488","Alpha Hotel","Clover","Virginia","United States","349","5","1599","0"
"07WI","42.965301514","-88.39150238","civil","457","Bartell Strip","Genessee Depot","Wisconsin","United States","989","5","1499","0"
"07Y","46.955501556","-93.59690094","civil","884","Hill City-Quadna Mtn","Hill City","Minnesota","United States","1288","5","2899","0"
"08A","32.529399872","-86.32820129","civil","1709","Wetumpka Mun","Wetumpka","Alabama","United States","196","1","3006","0"
"08AR","34.580699921","-91.96820068","civil","579","Capps","England","Arkansas","United States","229","5","1899","0"
"08B","44.000099182","-69.88700104","civil","594","Merrymeeting","Bowdoinham","Maine","United States","64","5","1947","0"
"08C","42.935901642","-85.80500031","civil","1195","Riverview","Jenison","Michigan","United States","602","1","3919","0"
"08CL","37.859600067","-120.5540009","civil","610","Kistler Ranch","Jamestown","California","United States","1024","4","1999","0"
"08CT","41.895999908","-73.0931015","water","999","Seavair's Landing","Winsted","Connecticut","United States","880","11","4699","0"
"08D","48.300800323","-102.4059982","civil","1187","Stanley Mun","Stanley","North Dakota","United States","2248","1","3892","0"
"08F","34.531799316","-96.23310089","civil","616","City Of Coalgate","Coalgate","Oklahoma","United States","614","5","2019","0"
"08FA","26.579799652","-81.48370361","civil","1033","Duda Airstrip","La Belle","Florida","United States","34","5","3389","0"
"08FD","27.363100052","-80.77279663","civil","1261","Sunniland Ranch","Okeechobee","Florida","United States","64","5","4137","0"
"08FL","27.084499359","-81.3286972","civil","762","J. H. Hendrie Farms","Lake Placid","Florida","United States","102","5","2499","0"
"08GA","31.425800323","-81.2858963","civil","1524","Sapelo Island","Darien","Georgia","United States","11","5","4999","0"
"08IA","41.410499573","-92.88159943","civil","1341","Vermeer","Pella","Iowa","United States","870","2","2399","0"
"08ID","43.569301605","-116.7770004","civil","762","Symms","Marsing","Idaho","United States","2679","6","2499","0"
"08IL","41.576999664","-89.79399872","civil","671","Harms Airstrip","Tampico","Illinois","United States","642","5","2199","0"
"08IS","37.977798462","-89.20290375","civil","402","Hemmer Rla","Du Quoin","Illinois","United States","399","5","1319","0"
"08K","40.65140152","-98.07980347","civil","2209","Harvard State","Harvard","Nebraska","United States","1814","1","3746","0"
"08KS","39.034698486","-97.58000183","civil","823","Alderson","Bennington","Kansas","United States","1249","6","2699","0"
"08KY","36.97259903","-84.62609863","civil","762","Boss","Burnside","Kentucky","United States","819","5","2499","0"
"08LL","41.075298309","-88.48919678","civil","668","Sauer","Dwight","Illinois","United States","664","5","2189","0"
"08M","32.761199951","-89.53009796","civil","914","Carthage-Leake Co","Carthage","Mississippi","United States","453","1","2999","0"
"08MA","42.293998718","-71.49620056","civil","305","Wormid","Southborough","Massachusetts","United States","359","1","999","0"
"08MN","47.669399261","-93.05439758","water","999","Christenson Point","Chisholm/Hibbing","Minnesota","United States","1371","11","11087","3"
"08MO","37.395599365","-94.28379822","civil","1457","Twin Oaks","Jasper","Missouri","United States","954","5","2639","0"
"08MT","47.063899994","-108.8170013","civil","792","Clark","Grassrange","Montana","United States","3449","4","2599","0"
"08N","40.291801453","-76.32879639","civil","823","Keller Brothers","Lebanon","Pennsylvania","United States","549","5","2699","0"
"08NC","36.06760025","-80.46559906","civil","975","Heathwood Farm","Lewisville","North Carolina","United States","749","5","3199","0"
"08ND","47.323101044","-102.0979996","civil","396","Brecht Strip","Golden Valley","North Dakota","United States","1989","5","1299","0"
"08NE","42.43170166","-97.07949829","civil","914","Laurel Municipal","Laurel","Nebraska","United States","1466","5","2999","0"
"08NY","41.368099213","-74.50559998","civil","320","Md1","Middletown","New York","United States","649","5","549","0"
"08OH","41.291698456","-80.56369781","civil","914","Kenley","Hartford","Ohio","United States","1229","5","2999","0"
"08OK","34.931499481","-95.25830078","civil","549","Parks","Wilburton","Oklahoma","United States","634","5","1799","0"
"08OR","42.839298248","-121.1169968","civil","853","Saxon Sycan","Silver Lake","Oregon","United States","4989","2","2799","0"
"08R","41.488998413","-71.62030029","civil","649","Richmond","West Kingston","Rhode Island","United States","129","1","2129","0"
"08TE","29.975999832","-98.74359894","civil","945","B. J. McCombs Sisterdale","Comfort","Texas","United States","1446","1","3099","0"
"08TS","26.887800217","-98.50720215","civil","1036","Puesta Del Sol","La Gloria","Texas","United States","419","4","3399","0"
"08TX","32.858200073","-97.74749756","civil","1189","Cross Wind","Weatherford","Texas","United States","1039","5","2099","0"
